"","SampleID","Pi"
"1","D75002",0.0135861244510047
"2","D75004",0.0162862005842236
"3","D75009",0.0128912689312298
"4","D75010",0.00986416643991332
"5","D75011",0.00950390901841564
"6","D75012",0.0188224665492714
"7","D75015",0.0170646349489678
"8","D75016",0.0083758786258898
"9","D75017",0.0166313239425225
"10","D75018",0.0108536677137335
"11","D75019",0.0191883553807203
"12","D75021",0.0197269627234955
"13","D75022",0.0105291006417696
"14","D75023",0.0162611420798287
"15","D75024",0.0186893475969206
"16","D75025",0.0111957615973666
"17","D75026",0.0162066294100951
"18","D75027",0.0184910988588773
"19","D75028",0.0129391655658198
"20","D75029",0.0148294451369944
"21","D75030",0.0121482800599213
"22","D75031",0.0135603169029728
"23","D75033",0.0210964705628072
"24","D75035",0.00993558469453978
"25","D75036",0.0169267189339637
"26","D75043",0.0133984065062316
"27","D75044",0.0153724584562887
"28","D75045",0.0323056444121153
"29","D75047",0.0134342374158029
"30","D75049",0.0123923284033193
"31","D75051",0.0100556519007619
"32","D75052",0.0105548708040671
"33","D75053",0.0129146488880874
"34","D75055",0.0115325492520657
"35","D75056",0.0126676350314263
"36","D75057",0.00925352681182075
"37","D75058",0.0193442982959655
"38","D75059",0.011069344989105
"39","D75060",0.0138031226063689
"40","D75062",0.0111533330507317
"41","D75063",0.00992705788777644
"42","D75065",0.0230899881186717
"43","D75075",0.0118800433442848
"44","D75076",0.0108134473596132
"45","D75080",0.0204135887330396
"46","D75083",0.00749472127317803
"47","D75089",0.0155665439820628
"48","D75092",0.0136805550843805
"49","D75113",0.0135794585854816
"50","D75129",0.0102215452295141
"51","D75139",0.00755880912923791
"52","D75141",0.0224639038207838
"53","D75142",0.00921975712922294
"54","D75143",0.0105802559668689
"55","D75147",0.00875423125771168
"56","D75148",0.0302170429345419
"57","D75151",0.0210016050199218
"58","D75152",0.0267118823535642
"59","D75153",0.0097019722610426
"60","D75155",0.023468277530171
"61","D75156",0.0123225421810813
"62","D75157",0.0120148641706878
"63","D75158",0.00999431598934294
"64","D75160",0.0119964064482426
"65","D75161",0.0123808703903076
"66","D75162",0.0077266575894478
"67","D75164",0.0180158017833168
"68","D75168",0.016019496412826
"69","D75169",0.0116746374198968
"70","D75175",0.0082538983786751
"71","D75176",0.00788330936478419
"72","D75177",0.0121618244300381
"73","D75178",0.0075520825131259
"74","D75183",0.010826200295528
"75","D75185",0.0124011793787229
"76","D75186",0.0122512724143575
"77","D75188",0.00988955239227367
"78","D75189",0.0113546415251402
"79","D75193",0.0117202368194996
"80","D75194",0.00944407043096805
"81","D75197",0.0172104363175768
"82","D75198",0.00978148725479905
"83","D75200",0.020212747523928
"84","D75202",0.0144066557917956
"85","D75205",0.00913127982570168
"86","D75206",0.0147581903225858
"87","D75207",0.00907166396838883
"88","D75209",0.0100757722353931
"89","D75216",0.00863057168946972
"90","D75218",0.00792332045446319
"91","D75219",0.0164682678838481
"92","D75220",0.013102442297663
"93","D75221",0.0125921054677664
"94","D75223",0.00950993172978636
"95","D75225",0.0114396011154577
"96","D75226",0.0144924174643525
"97","D75227",0.00814102479937087
"98","D75228",0.00855333136445499
"99","D75229",0.00967694812522001
"100","D75230",0.00993894029227918
"101","D75233",0.00810041370602036
"102","D75235",0.0159507538764067
"103","D75236",0.0126303973573151
"104","D75237",0.00970661188014641
"105","D75241",0.00837398868387993
"106","D75242",0.00809185842035885
"107","D75243",0.00950422486433942
"108","D75245",0.0124763290444168
"109","D75247",0.0104523138392989
"110","D75248",0.011458473820531
"111","D75249",0.00805345503949212
"112","D75252",0.00731470781299676
"113","D75254",0.0212455291780532
"114","D75255",0.02108883399999
"115","D75257",0.00986914562130775
"116","D75258",0.0181753534669928
"117","D75262",0.0153057656335868
"118","D75264",0.0198858333809912
"119","D75265",0.0110466910312593
"120","D75266",0.0203022198250872
"121","D75267",0.0157100998587814
"122","D75268",0.0195594147192952
"123","D75270",0.0227322555921229
"124","D75271",0.0197578506045884
"125","D75272",0.0132229861470367
"126","D75273",0.0139965548756069
"127","D75274",0.0198565584947332
"128","D75275",0.0151481294779284
"129","D75276",0.0139744745961021
"130","D75277",0.0138295933369961
"131","D75280",0.00932119584480264
"132","D75281",0.0137962224641524
"133","D75282",0.00812847917870911
"134","D75283",0.01952532155682
"135","D75284",0.0250601829763783
"136","D75285",0.0154365982879428
"137","D75286",0.0137251203033144
"138","D75287",0.0184594246925527
"139","D75288",0.00892747606876599
"140","D75294",0.00963052335727284
"141","D75296",0.0114377784959705
"142","D75297",0.0073091923095859
"143","D75299",0.0104056843012674
"144","D75302",0.014005612497223
"145","D75303",0.0108360536767293
"146","D75305",0.000134338715256241
"147","D75308",0.0155219328420491
"148","D75309",0.0137026108282373
"149","D75310",0.0157727396551154
"150","D75311",0.0150447322796861
"151","D75313",0.0124945536884518
"152","D75314",0.00892522713512568
"153","D75316",0.010705690802265
"154","D75320",0.0133488410219562
"155","D75321",0.00899213647164764
"156","D75322",0.0097267104615192
"157","D75324",0.0106849405753337
"158","D75325",0.00988084606753578
"159","D75328",0.00940622126489862
"160","D75333",0.0129942030025718
"161","D75335",0.0225123762679212
"162","D75336",0.0157386996453605
"163","D75337",0.00875646047177465
"164","D75341",0.0114779901904209
"165","D75343",0.0210570696259666
"166","D75344",0.0103074732464761
"167","D75352",0.00783836448364369
"168","D75353",0.0100171968849519
"169","D75355",0.0105181697084587
"170","D75358",0.0164089789102104
"171","D75368",0.0187791022093694
"172","D75369",0.00960235289114071
"173","D75370",0.013983458680622
"174","D75371",0.00889087531519175
"175","D75372",0.0167979703093786
"176","D75373",0.0111376336128401
"177","D75376",0.0112748134970948
"178","D75377",0.00641055480658598
"179","D75378",0.0251756574744262
"180","D75381",0.0123895081752569
"181","D75382",0.00720807710323024
"182","D75384",0.0210745966250173
"183","D75385",0.00793373273592447
"184","D75387",0.0144457346977048
"185","D75388",0.0110021889089327
"186","D75391",0.00912527915066306
"187","D75392",0.0176712827433989
"188","D75393",0.0209270067550645
"189","D75394",0.0122953508720843
"190","D75395",0.0123981892349012
"191","D75398",0.00841509096277974
"192","D75400",0.0154606565298331
"193","D75401",0.0106547178904986
"194","D75402",0.0223071956409389
"195","D75405",0.015047082523041
